,text,emotion,polarity.POS,polarity.NEG,polarity.POS.NEG,polarity.BEST_FIT
273,even one night of bad sleep causes dangerous changes in your brain a new study found,sadness,8.782322859,17.81233968,0.493047125,negative
274,i don t want extra time i need to sleep soon abeg,unknown,9.47547004,8.782322859,1.078925267,neutral
275,those who have compared our life to a dream were right we were sleeping wake and waking sleep,unknown,16.53336798,0.445453222,37.11583429,positive
276,i m currently working on something non blog related that i can t talk about just yet and it s super stressful bu,surprise,17.91966234,9.47547004,1.891163421,neutral
277,i just got too many snapchat memories to wanna stay home and sleep lol,unknown,9.47547004,0.445453222,21.27152655,positive
278,haven t had sleep paralysis in two weeks progress,unknown,17.22651516,0.445453222,38.67188361,positive
279,good christian woman vanessa making ja rule sleep on the sofa after a great drug money montage,joy,17.22651516,0.445453222,38.67188361,positive
280,i cannot afford to lose of iq points so i m off to bed,anger,8.782322859,8.782322859,1,neutral
281,all norbs will do is grope you in your sleep,unknown,9.47547004,0.445453222,21.27152655,positive
282,i ve decided to sleep maybe tomorrow,unknown,1.031277741,0.445453222,2.315120175,positive
283,i think i m gonna go to bed no point in sitting up on me tod goodnight to you i hope you sleep well x,anger,25.67070746,0.445453222,57.62828998,positive
284,it s like taking blood from a stone go to sleep you silly clown,joy,9.47547004,17.81233968,0.531961001,negative
285,loool i better just go back to sleep because i awoke from this nap in one of my moods where every little thing pisses me off,unknown,25.67070746,9.47547004,2.709175096,positive
286,also love how this being bought up again means i get sleep and my mh is shot to shit again,joy,9.47547004,9.47547004,1,neutral
287,i love being here so much like it s honestly my second home but the lack of weed is a serious deal for me like a bi,joy,34.11489975,26.8423565,1.27093535,neutral
288,for evenings meant for anything but sleep our ss collection nightlife will help keep the night going ht,unknown,17.22651516,0.445453222,38.67188361,positive
289,sleep is good fizzy is better,joy,17.22651516,0.445453222,38.67188361,positive
290,i agree feel like people could sleep on him because he don t get as much goals assists,joy,17.91966234,9.47547004,1.891163421,neutral
291,we don t sleep on the job in ucl,unknown,1.031277741,8.782322859,0.117426535,negative
292,lol dont sleep on the old lady,unknown,1.031277741,0.445453222,2.315120175,positive
293,good night sleep tight dont give up my sadistic fight i will enter ur dreams with my sadistic themes obey dont play as i,joy,33.42175257,8.782322859,3.80557093,positive
294,i told you don t sleep on my team,unknown,1.031277741,0.445453222,2.315120175,positive
295,cried myself to sleep last night now i m bopping to cardi b and eating a whole baguette of garlic bread like i have,joy,9.47547004,9.47547004,1,neutral
296,for evenings meant for anything but sleep our ss collection nightlife will help keep the night going,unknown,17.22651516,0.445453222,38.67188361,positive
297,make them pay for a patch to sleep on in the street,unknown,1.031277741,9.47547004,0.108836579,negative
298,best type of sleep is a pm nap wake up at and find out the rapture came and left style,unknown,17.91966234,9.47547004,1.891163421,neutral
299,shooting your shot isn t bad just don t have any exceptions or delude yourself into thinking something otherwise,sadness,9.47547004,18.50548686,0.512035707,negative
300,made it to seattle and didn t sleep at all on my long flight i definitely wont regret that during my hour layover also,sadness,8.782322859,27.53550368,0.318945423,negative
301,loving your profile picture sometimes when i can t sleep i go for a walk around the central grou,joy,9.47547004,0.445453222,21.27152655,positive
302,i wanna sleep but isit too early,unknown,1.031277741,0.445453222,2.315120175,positive
303,made it to seattle and didn t sleep at all on my long flight i definitely wont regret that during my hour layove,sadness,8.782322859,27.53550368,0.318945423,negative
304,sleep is a myth,unknown,1.031277741,9.47547004,0.108836579,negative
305,aww i m glad hun it s so difficult to sleep as he does he keeps so anti social hours but i m trying thanks hun ï¸è,joy,9.47547004,26.14920931,0.362361627,negative
306,good night my friend paula sleep tight,joy,16.53336798,0.445453222,37.11583429,positive
307,sleep problems are so difficult to solve i find when my year old is,unknown,1.031277741,17.1191925,0.060241027,negative
308,"fan what s your favourite thing to wear camila when i sleep my birthday suit",unknown,8.782322859,0.445453222,19.71547723,positive
309,our publisher nick wells is on a panel this week at the london bookfair why we commissioned these,unknown,1.031277741,0.445453222,2.315120175,positive
310,trouble settling to sleep is always a sign for us here the worries always seem to i,unknown,1.031277741,17.81233968,0.057896815,negative
311,what about healthkit integration which serves sleep data keen to see this in action are there,joy,9.47547004,0.445453222,21.27152655,positive
312,for those who can sleeping on your back is the best position to catch winks and this is how to train yor body t,joy,25.67070746,0.445453222,57.62828998,positive
313,i m really done with not being able to sleep but also being incredibly busy and tired,disgust,17.22651516,17.81233968,0.96711131,negative
314,sleep tip also if your little is awake and energetic when you attempt to settle for the night go with the energy,unknown,16.53336798,9.47547004,1.744859929,neutral
315,fair but back to my point if the girl is on it then calm but if the girl s not the type to just sle,unknown,32.72860539,0.445453222,73.47259773,positive
316,would you rather never sleep or never laugh again,unknown,1.031277741,9.47547004,0.108836579,negative
317,i guess its sleep for dinner this is what happens when theres confrontation,unknown,1.031277741,9.47547004,0.108836579,negative
318,yh go pray n sleep,unknown,1.031277741,0.445453222,2.315120175,positive
319,special goodnight to you lady jenny thanks for all your contributions on here today sleep well and tweet dreams,unknown,24.2844131,0.445453222,54.51619135,positive
320,i d quite like to sleep now tbh,joy,9.47547004,0.445453222,21.27152655,positive
321,sleep well and hope you feel better soon xx,unknown,25.67070746,0.445453222,57.62828998,positive
322,wants to turn plane holds into passenger relaxation areas with beds and bars,disgust,1.031277741,0.445453222,2.315120175,positive
323,affecting your sleep take the asthma control test and find out how you could get your asthma under control,sadness,1.031277741,9.47547004,0.108836579,negative
324,g night hunny sleep well and sweet dreams i hope you ve had a lovely day x,unknown,41.17279769,0.445453222,92.4290041,positive
325,just watched the good news is i have developed a six pack from all the tension the bad news is me an,joy,17.22651516,17.81233968,0.96711131,negative
326,but what about the ethos of sleep when your dead,unknown,1.031277741,8.782322859,0.117426535,negative
327,keep the lights low and avoid blue light as it inhibits sleep someone needs to tell nightlight manufact,sadness,8.782322859,17.1191925,0.513010346,negative
328,sleep well he snuggles close and closes his eyes,joy,8.782322859,8.782322859,1,neutral
329,sleep then love he smiles,joy,9.47547004,0.445453222,21.27152655,positive
330,"me gonna go to sleep early tonightmy brain at am",unknown,1.031277741,0.445453222,2.315120175,positive
331,thankyou all for joining me tonight for some fabulous poses performed time for some sleep namaste,unknown,9.47547004,0.445453222,21.27152655,positive
332,recent literature suggests that sleep positioning such as sleeping on one s side might be an associated factor,unknown,9.47547004,0.445453222,21.27152655,positive
333,until this alcohol puts me to sleep,unknown,1.031277741,0.445453222,2.315120175,positive
334,don t sleep on my team juve,unknown,1.031277741,8.782322859,0.117426535,negative
335,do you want to sleep,unknown,9.47547004,0.445453222,21.27152655,positive
336,i know that they are making the first series into audiobooks maybe all series will get it now i enj,joy,17.91966234,9.47547004,1.891163421,neutral
337,mine are the same all get up early and are very active so sleep quite early eve,sadness,8.782322859,9.47547004,0.926848254,negative
338,"me i should go cat puts paw on my leg and goes to sleep me ok i ll stay",joy,1.031277741,0.445453222,2.315120175,positive
339,buy modafinil uk for treatment of insomnia uk sleeping pills modafinil mg provigil is an anti sleep,unknown,1.031277741,9.47547004,0.108836579,negative
340,yah i swear u sleep like hours a day,joy,9.47547004,9.47547004,1,neutral
341,i get why they are pissed ngl i am too i understand he s busy but since he s not vlogging at least,anger,9.47547004,26.14920931,0.362361627,negative
342,such devastating news rip timmy sleep tight you beautiful angel thank you for all the amazing memories and the l,surprise,41.86594487,9.47547004,4.418350192,positive
343,my cats don t let me sleep at night anymore,unknown,1.031277741,0.445453222,2.315120175,positive
344,definitely i get my older ones to quiet down at my toddlers bedtime not to sleep that e,sadness,8.782322859,9.47547004,0.926848254,negative
345,i feel shattered strugglin keep my eyes open doesn t help face still hurting from gettin tooth took out think i,unknown,24.97756028,0.445453222,56.07224067,positive
346,great job by nhs choice explaining exactly what the one bad night s sleep gives you ad story means basically sweet,joy,17.22651516,17.81233968,0.96711131,negative
347,i definitely plan to hopefully a good feed will send these two off to sleep quickly,joy,33.42175257,0.445453222,75.02864704,positive
348,i love can t you sleep little bear and t loves it too,joy,9.47547004,17.81233968,0.531961001,negative
349,i ll need to sleep with the right people first i ll get back to you,sadness,16.53336798,17.81233968,0.928197434,negative
350,if u too r currently struggling with assignments at in the morning u can sleep when u die ok,unknown,1.031277741,0.445453222,2.315120175,positive
351,shop at,unknown,1.031277741,0.445453222,2.315120175,positive
352,not getting enough sleep can massively impact your health imagine if you were homeless and every single night was,unknown,1.031277741,0.445453222,2.315120175,positive
353,i think the lack of sleep over these past few days has caught up to me literally kept sleeping the all day i d wa,unknown,9.47547004,9.47547004,1,neutral
354,when j hus said i ain t had a good night sleep since god knows when i felt that x,joy,8.782322859,8.782322859,1,neutral
355,top tip try a no phones in the bedroom rule it will improve your sleep and possibly your relationship,surprise,24.97756028,8.782322859,2.844072198,positive
356,finally having some rubber y pup timez much needed smells and feels good as usual might nap sleep in it tonight,joy,17.22651516,0.445453222,38.67188361,positive
357,i m so excited for this weekend i m going to binge watch so much trash tv and work on the disney cross stitch and,unknown,17.91966234,18.50548686,0.968343199,negative
358,it does mean going to bed earlier but so worth it,anger,9.47547004,9.47547004,1,neutral
359,i don t sleep on her she just killed her own career and likeability by tweeting homophobic and transphobic comment,unknown,9.47547004,0.445453222,21.27152655,positive
360,evening hope you had a good day now sleep well nighty night xxx,joy,24.97756028,0.445453222,56.07224067,positive
361,did i sleep until pm today because of illness or am i tactically putting myself on us time for the stanley cup playoffs,unknown,1.031277741,17.81233968,0.057896815,negative
362,can help us get a good night s sleep,joy,16.53336798,9.47547004,1.744859929,neutral
363,it s so disgraceful when many were sold a promise of a greener better future created a home created comm,unknown,17.91966234,9.47547004,1.891163421,neutral
364,we can t wait for to present her new work shhh at on the th april at for,unknown,9.47547004,0.445453222,21.27152655,positive
365,i need about hrs sleep,unknown,1.031277741,8.782322859,0.117426535,negative
366,someone w overlooking window has seen me sitting out writing on mornings when i can t sleep amp thought i was a sket,unknown,1.031277741,8.782322859,0.117426535,negative
367,just one more sleep until x vibe is launching online who s excited,unknown,17.91966234,0.445453222,40.22793292,positive
368,this trendy d high is a solid loft bed that provides a top bunk to sleep and a lower bunk to chil,anger,41.17279769,8.782322859,4.688144395,positive
369,you got your exams sis i can ruin edes grades n have a good night sleep still x,joy,8.782322859,8.782322859,1,neutral
370,how to get a promotion sleep more,sadness,1.031277741,9.47547004,0.108836579,negative
371,want to live longer the latest science a two year study suggests that this controversial technique could help yo,joy,24.97756028,8.782322859,2.844072198,positive
372,mastering the whole sleep thing is sooooo important to the rest of your life only really just gettin it,unknown,17.22651516,0.445453222,38.67188361,positive
373,work has truly dragged today amp to be quite honest i jus want to lay between two breast and sleep,unknown,34.80804694,0.445453222,78.14074567,positive
374,tsk tsk donald coming over all dame judy to brexit to sleep to sleep perchance to dream aye there s the ru,unknown,8.782322859,0.445453222,19.71547723,positive
375,it s funny though the men who know you ve been raped and assaulted are always the ones who do it to you again can you n,unknown,17.91966234,0.445453222,40.22793292,positive
376,don t let her sleep with him,unknown,1.031277741,0.445453222,2.315120175,positive
377,awake from your sleep to reach for the dream,unknown,8.782322859,0.445453222,19.71547723,positive
378,how i am gonna sleep tonight knowing i m a innocent man of god whose dms won t get exposed,sadness,8.782322859,17.81233968,0.493047125,negative
379,i know i know just not sure whether i ll ever use the sliding function i ha,unknown,42.55909205,0.445453222,95.54110273,positive
380,don t sleep on saba,unknown,1.031277741,0.445453222,2.315120175,positive
381,why do i sleep in a way where i cut off the blood supply to my right arm,unknown,8.782322859,26.14920931,0.335854241,negative
382,please do the decent thing let us know if winter r going b released just after midnight,joy,34.11489975,0.445453222,76.58469635,positive
383,ha but you survived to sleep again what was most scary,fear,1.031277741,9.47547004,0.108836579,negative
384,cry yourself to sleep sis you ll look the prettiest in the morning works every time x,unknown,1.031277741,9.47547004,0.108836579,negative
385,doesn t matter if you re single its not okay to sleep with married people,unknown,8.782322859,0.445453222,19.71547723,positive
386,"official esir merchandise now available own your very own eat sleep ict repeat mug today â˜•ï¸èthis i",unknown,1.031277741,0.445453222,2.315120175,positive
387,you re equally trash if you sleep with someone who you know is attached to some else,unknown,9.47547004,0.445453222,21.27152655,positive
388,bulkhead seats are booked up for our flight to mahe on nd may anything we can do to get them so,sadness,1.031277741,18.50548686,0.055728215,negative
389,how human sleep differs from other primates and what it means for our health,unknown,1.031277741,0.445453222,2.315120175,positive
390,good illustration of i get vocal physical tics sensory processing issues adhd sleep problems breathing iss,joy,8.782322859,26.14920931,0.335854241,negative
391,i conceptualised time lapse uld sleeper cabins in the s and they aren t as spacious as they look,unknown,8.782322859,8.782322859,1,neutral
392,it is a dodgy tip because typically people who sleep more do in fact live longer so over the lon,joy,8.782322859,0.445453222,19.71547723,positive
393,i acc have no words go sleep,unknown,1.031277741,0.445453222,2.315120175,positive
394,"the zuckerberg hearings are like me trying to explain facebook to my grandpa  ï¸èoblivious to the business ï¸è hea",joy,9.47547004,8.782322859,1.078925267,neutral
395,"so freaking tired the sleep i m going to have tonight will be the stuff of legend you mark my words twitter c",disgust,17.22651516,18.50548686,0.930886893,negative
396,"me wondering why i have headache all day every day also me doesn t drink doesn t eat doesn t sleep",unknown,1.031277741,8.782322859,0.117426535,negative
397,contemplating whether or not i should go downstairs and drink some milo hmmm but sahur will only be hours time,unknown,9.47547004,0.445453222,21.27152655,positive
398,i ve had hours sleep and im trying to revise should i just stop and fuck off home or,unknown,9.47547004,8.782322859,1.078925267,neutral
399,she glances down at their clasped hands jim was here he liked her in spite of whatever had happen,anger,9.47547004,17.81233968,0.531961001,negative
400,"me actually i could just sleep in tomorrow pets let s congregate in the kitchen at and sing a rudime",unknown,9.47547004,0.445453222,21.27152655,positive
401,cutest sleep talker ever lmao she does not remember saying anything i m like sarah u looked me in the eyes and then,joy,17.91966234,0.445453222,40.22793292,positive
402,sarah puts on movies to fall asleep but passes out within five minutes and i can t sleep with noise so i stay up wa,unknown,1.031277741,8.782322859,0.117426535,negative
403,at the end of the day there will always be women who sleep with taken men so you need to redirect that energy towar,unknown,9.47547004,8.782322859,1.078925267,neutral
404,all i want to do is sleep why is this so complicated fuh,unknown,9.47547004,8.782322859,1.078925267,neutral
405,women in peri menopause can experience disrupted sleep to put it mildly,unknown,8.782322859,0.445453222,19.71547723,positive
406,would you believe my gp literally just there s an antihistamine that isn t licensed as a sleep medication but i,unknown,9.47547004,0.445453222,21.27152655,positive
407,"i m losing my sleep please come back now",joy,17.22651516,9.47547004,1.818011675,neutral
408,truly hope all those mps who voted against government intervention in syria in mostly for political reasons,unknown,17.91966234,0.445453222,40.22793292,positive
409,should i sleep now or study,unknown,1.031277741,0.445453222,2.315120175,positive
410,no but real talk i do need to buy a bed to sleep on so if anyone has any good pointers feel free to me,anger,24.2844131,8.782322859,2.76514693,positive
411,i want to give you a good reason why today s video is hours late but the truth is i got no sleep last night because i,joy,33.42175257,9.47547004,3.527186771,positive
412,i have anxiety disorder as well so my own mind is already great at creating pressure i don t need weekly meetings,joy,17.22651516,34.48607895,0.499520841,negative
413,luckily it s a carer i trust to sleep at my house luckily she didn t have to get to other clients and could take m,sadness,17.22651516,9.47547004,1.818011675,neutral
414,and i plan to sleep sunday tuesday,unknown,1.031277741,0.445453222,2.315120175,positive
415,sleep well x,unknown,8.782322859,0.445453222,19.71547723,positive
416,your dragon boyfriend has a pair of very sharp horns so sharp in fact that every time you share a bed you have t,anger,1.031277741,17.81233968,0.057896815,negative
417,"she yawns amp then reaches up to kiss him  i think we both need some sleep if we re lucky she win",unknown,25.67070746,8.782322859,2.922997465,positive
418,the numbness often occurs at night with the hypothesis that the wrists are held flexed during sleep,unknown,1.031277741,0.445453222,2.315120175,positive
419,make sure to have a good nights tonight read more about how sleep can improve your overall,joy,24.97756028,0.445453222,56.07224067,positive
420,one of the best reactions we ve had to our art the sleep of reason still produces monsters at the,unknown,17.22651516,0.445453222,38.67188361,positive
421,yes one gets tired indeed i wake up tired am in pain all day wake up in pain throughout the night,disgust,9.47547004,18.50548686,0.512035707,negative
422,oh haha i don t have any notifications on so i forget that other people do i thought you couldn,unknown,1.031277741,9.47547004,0.108836579,negative
423,"new show returns with a new ep the long sleep out th may be one of the first to see je",unknown,1.031277741,17.81233968,0.057896815,negative
424,anyone else got any other tips to aid sleep,unknown,1.031277741,0.445453222,2.315120175,positive
425,losing sleep over something,unknown,1.031277741,9.47547004,0.108836579,negative
426,we re celebrating with this week with you re safe with me find comfort in s song,joy,16.53336798,0.445453222,37.11583429,positive
427,i should hope you wouldn t lose sleep over a comment from a random person on the internet,unknown,9.47547004,8.782322859,1.078925267,neutral
428,what do you mean it s monday oh well you go to work and i ll sleep on your warm bed ht,anger,24.97756028,9.47547004,2.63602335,positive
429,always good to know that if you are an oap being attacked in your home in the middle of the night that the low life,joy,17.22651516,8.782322859,1.961498733,neutral
430,i need sleep,unknown,1.031277741,8.782322859,0.117426535,negative
431,i hope all the clowns are happy that their fevered hysteria about russian collusion has brought us to the brink of war,anger,17.91966234,26.8423565,0.667589015,negative
432,kerala amature sexy girl photos hot sexiest girls fucked in his sleep,unknown,17.22651516,0.445453222,38.67188361,positive
433,are also more likely to sleep on someone s lap than chase a ball around the yard,unknown,1.031277741,8.782322859,0.117426535,negative
434,it s funny though the men who know you ve been raped and assaulted are always the ones who do it to you again can,unknown,17.91966234,0.445453222,40.22793292,positive
435,today i had to break it down to someone that not only got tracks he got historical ones too way before,unknown,1.031277741,17.81233968,0.057896815,negative
436,who s going to sleep with the fishes on the,unknown,1.031277741,0.445453222,2.315120175,positive
437,isn t that just going to sleep,unknown,9.47547004,0.445453222,21.27152655,positive
438,don t sleep on this one,unknown,1.031277741,0.445453222,2.315120175,positive
439,one of the best reactions we ve had to our art the sleep of reason still produces monsters at th,unknown,17.22651516,0.445453222,38.67188361,positive
440,super excited for this evening s twitter party between pm pm with and,unknown,17.91966234,0.445453222,40.22793292,positive
441,like seeing peng couples makes me wanna sleep with them both xx,joy,9.47547004,0.445453222,21.27152655,positive
442,after days of fatigue so bad i could do nothing but sleep even through i m being totally honest here amp my,sadness,17.22651516,17.81233968,0.96711131,negative
443,"if that was cryptic the quiz master pratim got the answer from unreliable sources or it was hearsay adnan sam",unknown,9.47547004,9.47547004,1,neutral
444,i liked a video,unknown,1.031277741,0.445453222,2.315120175,positive
445,do you ever sleep,unknown,9.47547004,0.445453222,21.27152655,positive
446,how can harry kane sleep at night,unknown,1.031277741,0.445453222,2.315120175,positive
447,today i had to break it down to someone that not only got tracks he got historical ones too way b,unknown,1.031277741,17.81233968,0.057896815,negative
448,in my dream i had snacks i dunno if i should back to sleep,unknown,16.53336798,0.445453222,37.11583429,positive
449,this is my leo all tucked up and ready for his beauty sleep,unknown,17.22651516,0.445453222,38.67188361,positive
450,i have sm coursework revision applications for legal work experience to do but i just wanna sleep for years tbh,unknown,25.67070746,0.445453222,57.62828998,positive
451,wants to turn plane holds into relaxation areas with beds and bars,disgust,1.031277741,0.445453222,2.315120175,positive
452,to win sleep suit no australian sleep sack brand,unknown,8.782322859,0.445453222,19.71547723,positive
453,i actually got a decent amount of sleep last night and just had a cup of coffee yet i m still tired this really is,disgust,17.22651516,27.53550368,0.625611042,negative
454,i tell myself all day i m going to sleep early and it never happens,unknown,1.031277741,0.445453222,2.315120175,positive
455,still recovering from the am drinking lack of sleep amp general madness of last weekend s,anger,1.031277741,27.53550368,0.037452656,negative
456,the three loves of my life are my cat music and sleep that s it if i could just lay in bed with earphones in str,joy,9.47547004,0.445453222,21.27152655,positive
457,have a friend coming to stay so thought it would be good to get one otherwise it s old skool top to toe,joy,24.2844131,9.47547004,2.562871604,positive
458,kiss my daughter to sleep and hit the booth,unknown,8.782322859,0.445453222,19.71547723,positive
459,machine intelligence produces the lost grimm fairy tale for sleep app,unknown,8.782322859,8.782322859,1,neutral
460,"when u cant sleep be like  tutup la wahai mata",joy,9.47547004,0.445453222,21.27152655,positive
461,putting the topper on our bed has transformed our sleep pattern no more tossing and turning just a great night s,anger,17.91966234,0.445453222,40.22793292,positive
462,being smart about your energy usage at work can have a really positive impact on your fixed costs simple changes l,unknown,41.17279769,0.445453222,92.4290041,positive
463,how do you sleep at night,unknown,1.031277741,0.445453222,2.315120175,positive
464,what does tai lopez even do losing sleep over this,unknown,8.782322859,9.47547004,0.926848254,negative
465,sometimes when im upset i just sleep so i don t do or say things i ll regret usually when i wake up i m more collected a,sadness,9.47547004,17.81233968,0.531961001,negative
466,what better way to celebrate s milestone th birthday than delicious cakes click through for,unknown,26.36385464,9.47547004,2.782326842,positive
467,okay serious question does anyone ever catch their reflection in the tube windows and look absolutely haggered l,joy,25.67070746,18.50548686,1.387194385,neutral
468,i am absolutely all over the gaff won t go sleep until well into the hours of the early morning but this is my drug,unknown,8.782322859,9.47547004,0.926848254,negative
469,left the best one till last it seems thanks to for the cake box marking the th anniversary of,unknown,9.47547004,18.50548686,0.512035707,negative
470,that s nice theresa what about the starving the crime the fictitious conflicts st,unknown,9.47547004,17.81233968,0.531961001,negative
471,make sure you get some sleep if he sleeps you can exist with sleep and love x,joy,17.91966234,9.47547004,1.891163421,neutral
472,hrs of sleep and i wanna go back to bed,anger,8.782322859,0.445453222,19.71547723,positive
473,it s so disgraceful when many were sold a promise of a greener better future created a home cre,unknown,17.91966234,9.47547004,1.891163421,neutral
474,honestly the english press s wankfest over harry kane is hysterical he gets away with diving now stealing goals,fear,17.22651516,17.81233968,0.96711131,negative
475,our sleep,unknown,1.031277741,0.445453222,2.315120175,positive
476,how exciting kane got awarded a goal we can all relax now and sleep better,joy,25.67070746,0.445453222,57.62828998,positive
477,"then don t eat granola it s about third sugar cut out sugar reduce carbs buy less",unknown,1.031277741,17.1191925,0.060241027,negative
478,"my new cover sing me to sleep alan walkerfull video",unknown,1.031277741,0.445453222,2.315120175,positive
479,sleep well my darlings,unknown,8.782322859,0.445453222,19.71547723,positive
480,hi how are you tucker its been long time where you have been sleep for last years ok j,unknown,1.031277741,18.50548686,0.055728215,negative
481,just one more sleep before the we re thrilled to be shortlisted in two categories fingers and toes are cro,unknown,9.47547004,0.445453222,21.27152655,positive
482,just one more sleep before the we re thrilled to be shortlisted in two categories fingers and toes,unknown,9.47547004,0.445453222,21.27152655,positive
483,did a sleep still groggy,unknown,1.031277741,0.445453222,2.315120175,positive
484,they all look as if they had a brilliant time but will probably sleep very well tonight,unknown,25.67070746,0.445453222,57.62828998,positive
485,i m so proud of him my little byeongari finally made his debut looking forward for more my son i wish korean in,joy,17.91966234,9.47547004,1.891163421,neutral
486,how to get to sleep and overcome insomnia the natural way,sadness,8.782322859,27.53550368,0.318945423,negative
487,alex cook a legend is doing something incredible in september she s running km overnight with,unknown,17.22651516,0.445453222,38.67188361,positive
488,hellloooooo great night sleep,joy,9.47547004,0.445453222,21.27152655,positive
489,ah i did wonder yeah our cat she had lovely eyes though she was adopted and if i recall she was found ab,joy,17.91966234,0.445453222,40.22793292,positive
490,entrepreneurship defined this infographic shows how entrepreneurs think sleep eat and start a business,unknown,9.47547004,0.445453222,21.27152655,positive
491,oh the cone of shame the ignominy hopefully for not too long but with of your brethr,sadness,9.47547004,27.53550368,0.344118276,negative
492,"norwegian multidisciplinary artist s new ep the long sleep on is up for pre order now limi",unknown,8.782322859,9.47547004,0.926848254,negative
493,i used to push wheelie chairs together in the office and try to sleep on those in between bleeps,joy,9.47547004,8.782322859,1.078925267,neutral
494,ah i did wonder yeah our cat she had lovely eyes though she was adopted and if i recall she was f,joy,17.91966234,0.445453222,40.22793292,positive
495,what would you choose for yourself today remember that no one option is better than the other it s about what act,unknown,17.22651516,0.445453222,38.67188361,positive
496,my mind as soon as i lay down to sleep,unknown,1.031277741,8.782322859,0.117426535,negative
497,back pain ibs flare up lingering tonsilitis and a serious lack of sleep thanks insomnia but my boy telling me i,unknown,8.782322859,35.87237331,0.24482135,negative
498,yknow what the most frustrating thing is about looking after kids buying over priced toys which are quite frankly,anger,1.031277741,9.47547004,0.108836579,negative
499,sleep girl,unknown,1.031277741,0.445453222,2.315120175,positive
500,"the v pillow is and eggcellent choice for a good nights sleepclick here",joy,8.782322859,0.445453222,19.71547723,positive
501,girl participating in all kind of events and meet ups connected with tech working part time as a web dev knows a,anger,9.47547004,0.445453222,21.27152655,positive
502,see how the increasingly popular ketogenic diet regime will help you burn off fat like crazy protect your body and,joy,41.17279769,26.8423565,1.533874185,neutral
503,i will try to sleep early tonight,unknown,9.47547004,8.782322859,1.078925267,neutral
504,your sleep patterns determine the fate of your health and of your life to get the you rightfully deserve v,sadness,17.91966234,9.47547004,1.891163421,neutral
505,"brain sleepbrain yes restbrain we must rechargebrain it is essentialbrain so we have energy for tomorrowanxi",unknown,17.22651516,0.445453222,38.67188361,positive
506,if my wife ever disrespects me cheats that s when i ll impregnate her then sleep with her best friends thank you,unknown,34.11489975,0.445453222,76.58469635,positive
507,only more sleep we can t wait to see at,unknown,1.031277741,0.445453222,2.315120175,positive
508,russian roulette has nothing on baby sleep patterns,unknown,1.031277741,0.445453222,2.315120175,positive
509,i was gonna queue for standing tomorrow night but fuck that i m coming back to my hotel to sleep,unknown,8.782322859,0.445453222,19.71547723,positive
510,i m glad i m not the only one hand gone to sleep as pillow for the cat,joy,9.47547004,0.445453222,21.27152655,positive
511,what taehyung crying is this from episode i cant sleep bc tae is hella crying,unknown,1.031277741,0.445453222,2.315120175,positive
512,good night let s sleep,joy,8.782322859,0.445453222,19.71547723,positive
513,dad rented a vcr from them no blockbusters then only limited selection of tapes to rent from rr he came,unknown,1.031277741,8.782322859,0.117426535,negative
514,i absolutely love tottenham but ffs please please replace the geezer who does the spurs tv commentary and interviews fella puts me to sleep,joy,17.91966234,9.47547004,1.891163421,neutral
515,d hope you sleep well despite computer issues,anger,17.22651516,9.47547004,1.818011675,neutral
516,deprived of food water sleep amp medical,unknown,1.031277741,9.47547004,0.108836579,negative
517,fresh trunkie no sleep music video,unknown,8.782322859,0.445453222,19.71547723,positive
518,afternoon challenge have lunch grab a drink get baby to sleep and do a puzzle at the same time kinda tilting wh,surprise,1.031277741,26.8423565,0.038419792,negative
519,one more sleep proud to be supporting,joy,9.47547004,0.445453222,21.27152655,positive
520,like i can sleep all day and still be tired do nothing all day and still be tired i think i ve wasted all my ener,disgust,17.91966234,9.47547004,1.891163421,neutral
521,i literally stayed up until am yesterday cause i couldn t sleep and i read strobe edge and wtf it was so cute and,unknown,9.47547004,0.445453222,21.27152655,positive
522,dad rented a vcr from them no blockbusters then only limited selection of tapes to rent from rr,unknown,1.031277741,8.782322859,0.117426535,negative
523,last night yo was not very well i had told him he should wake me up if he needed anything at all during the nigh,joy,8.782322859,9.47547004,0.926848254,negative
524,this is my old mutt in october all she bloody does is sleep all day woke her up for this p,unknown,1.031277741,8.782322859,0.117426535,negative
525,i keep getting hungry making food then can t eat it i expected to have a great sleep sunday nigh,joy,9.47547004,8.782322859,1.078925267,neutral
526,the government in dubai do not allow people to sleep on the streets they give them home they look a,unknown,8.782322859,0.445453222,19.71547723,positive
527,match stats an important victory sleep well everyone,unknown,32.72860539,0.445453222,73.47259773,positive
528,i may never sleep again lol,unknown,1.031277741,0.445453222,2.315120175,positive
529,how does sleep interact with existing sleep data from go hr enrich overwrite or merge,unknown,8.782322859,0.445453222,19.71547723,positive
530,alex cook a legend is doing something incredible in september she s running km overnight,unknown,17.22651516,0.445453222,38.67188361,positive
531,it s a council election mp s not up for election sleep well,unknown,8.782322859,9.47547004,0.926848254,negative
532,jenny hval announces new ep the long sleep shares new song listen spells is the first,unknown,1.031277741,9.47547004,0.108836579,negative
533,interesting that the military veterans recommend lavender oil amp a notepad they work not as well as but well,unknown,34.11489975,0.445453222,76.58469635,positive
534,production links amp sixtymedia are looking for people who enjoy the challenge of working in a fast paced and exciting envir,joy,17.22651516,8.782322859,1.961498733,neutral
535,one of the best product pairings i have recently come across thanks to the beautiful curation by founder,unknown,25.67070746,0.445453222,57.62828998,positive
